point,LSTM_RMSE,samples
point591,0.0025401852095088694,131
point609,0.002539732051291631,131
point891,0.002536338893682853,131
point374,0.0025333973429672372,131
point622,0.0025304903728909692,131
point337,0.0025260544930029967,131
point36,0.002525702101658197,131
point974,0.0025228821488036037,131
point662,0.00252256307342293,131
point773,0.0025213959600964724,131
point298,0.0025212879579333785,131
point390,0.0025212360377456665,131
point725,0.0025200320885749323,131
point812,0.0025193143575441782,131
point666,0.0025161036262276695,131
point665,0.002513124304404337,131
point30,0.0025077702223099655,131
point914,0.0025070103255637396,131
point643,0.0025068146891770943,131
point86,0.0025061119867253352,131
point505,0.0025056657511407406,131
point334,0.002503855000694077,131
point191,0.002502046006600253,131
point64,0.002500827816223146,131
point746,0.0024973761852254673,131
point20,0.00249646719054155,131
point583,0.002496171715050224,131
point660,0.002494631449650833,131
point102,0.002494186742586881,131
point531,0.0024919541234836792,131
point14,0.0024906754637910064,131
point840,0.002488810340045837,131
point100,0.002487793043768188,131
point47,0.0024843950912946046,131
point426,0.0024809511068062955,131
point122,0.0024799959738546194,131
point197,0.0024673961253925737,131
point360,0.0024655841340540884,131
point766,0.0024655624270265167,131
point496,0.002457284451035176,131
point562,0.0024568764236059994,131
point222,0.0024549000640505833,131
point991,0.0024548541015057086,131
point925,0.0024500749912293143,131
point319,0.0024464099980153193,131
point987,0.0024446663270390884,131
point603,0.0024427593142401184,131
point929,0.002442675740008476,131
point31,0.0024425481143357315,131
point964,0.0024419004131088604,131
point468,0.002441252935808557,131
point230,0.00244040835412189,131
point999,0.0024390720798068122,131
point308,0.002432016615883691,131
point98,0.002423419842300962,131
point514,0.0024163779951322825,131
point184,0.002413619951214992,131
point420,0.0024113168186671407,131
point362,0.0024111718013320694,131
point237,0.002406063682687731,131
point203,0.0024030992037903927,131
point97,0.0024026469801804477,131
point489,0.0024000098796674836,131
point612,0.0023951176214665427,131
point161,0.0023895979858211953,131
point467,0.002389420517415745,131
point946,0.0023849165454641074,131
point452,0.002381851209540128,131
point117,0.002379729241746074,131
point233,0.002375911237427998,131
point436,0.0023732724356337557,131
point981,0.0023700430457122496,131
point574,0.0023698799882688024,131
point633,0.0023588430796534607,131
point226,0.0023541977599773637,131
point979,0.0023482018351148235,131
point862,0.0023476422931876474,131
point493,0.0023462700091773096,131
point7,0.0023460253845855677,131
point351,0.002345731275711836,131
point402,0.00234370211538683,131
point439,0.0023424139524241766,131
point689,0.002333462243779788,131
point856,0.002326053897056116,131
point704,0.0023257094226931713,131
point199,0.0023192045867247908,131
point137,0.0023180526447787314,131
point255,0.0023173160017491375,131
point996,0.0023171482332530937,131
point765,0.0023164236961815353,131
point693,0.0023162070545289393,131
point650,0.0023151196725231756,131
point405,0.0023133706695213176,131
point13,0.002311125996875627,131
point273,0.002309747648060907,131
